,Name,Min,Max,Mean
0,Consistency,0.7,0.7,0.6999999999999998
1,OscillatorDetune,0.3888888955,0.6290994287,0.5432639122
2,OscillatorDetune2,0.3709005713,0.6118034124,0.4569668571
3,KeyboardUnison,0,0,0.0
4,KeyboardUnisonToggle,True,True,1.0
5,VibratoAmount,0.0,0.4296875,0.17708333333333334
6,VibratoSpeed,0.171875,0.5,0.3541666666666667
