,Name,Min,Max,Mean
0,Consistency,0.1,0.1,0.09999999999999999
1,OscillatorDetune,0.285912782,0.4126984179,0.39685021341250004
2,OscillatorDetune2,0.5866025686,0.7140872478,0.6025381535000001
3,KeyboardUnison,0,0,0.0
4,KeyboardUnisonToggle,True,True,1.0
5,VibratoAmount,0.203125,0.234375,0.20703125
6,VibratoSpeed,0.1640625,0.3671875,0.189453125
