,Name,Min,Max,Mean
0,Consistency,0.4,0.4,0.4
1,OscillatorDetune,0.3359375,0.3359375,0.3359375
2,OscillatorDetune2,0.6632993221,0.6632993221,0.6632993221
3,KeyboardUnison,0,0,0.0
4,KeyboardUnisonToggle,True,True,1.0
5,VibratoAmount,0.234375,0.234375,0.234375
6,VibratoSpeed,0.2421875,0.2421875,0.2421875
