,Name,Min,Max,Mean
0,Evolution,0.3,0.3,0.3
1,LFOSpeed,0.2606053054,0.2606053054,0.2606053054
2,FilterLFOCutoffMod,0.3842606544,0.3842606544,0.3842606544
