,Name,Min,Max,Mean
0,Evolution,0.4,0.4,0.39999999999999997
1,LFOSpeed,0.2301587313,0.277777791,0.2709750681857143
2,FilterLFOCutoffMod,0.3507834375,0.5,0.4786833482142857
