,Name,Min,Max,Mean
0,Dynamics,0.0,0.0,0.0
1,AttackTime,0.1454545408,0.2544971406,0.17271519075
2,AttackTime2,0.0,0.2545454502,0.06363636255
3,DecayTime,0.2181818187,0.5819160938,0.35499259082499995
4,DecayTime2,0.3090909123,0.5818181634,0.3818181753
5,SustainTime,1.0,1.0,1.0
6,SustainTime2,1.0,1.0,1.0
7,ReleaseTime,0.2909090817,0.5947558284,0.39864505827499996
8,ReleaseTime2,0.3272727132,0.3818181753,0.363636359575
9,FilterEnvCutoffMod,0.406316936,0.5913467407,0.52225260435
