,Name,Min,Max,Mean
0,Dynamics,1.0,1.0,1.0
1,AttackTime,0.1454545408,0.1454545408,0.1454545408
2,AttackTime2,0.0,0.0,0.0
3,DecayTime,0.3099362254,0.3099362254,0.3099362254
4,DecayTime2,0.3090909123,0.3090909123,0.3090909123
5,SustainTime,1.0,1.0,1.0
6,SustainTime2,1.0,1.0,1.0
7,ReleaseTime,0.5947558284,0.5947558284,0.5947558284
8,ReleaseTime2,0.5947558284,0.5947558284,0.5947558284
9,FilterEnvCutoffMod,0.5913467407,0.6875,0.663461685175
