,Name,Min,Max,Mean
0,Consistency,0.8,0.8,0.8
1,OscillatorDetune,0.6118034124,0.6118034124,0.6118034124
2,OscillatorDetune2,0.3881965876,0.3881965876,0.3881965876
3,KeyboardUnison,0,0,0.0
4,KeyboardUnisonToggle,True,True,1.0
5,VibratoAmount,0.1015625,0.1015625,0.1015625
6,VibratoSpeed,0.171875,0.171875,0.171875
